Date,SolRad,Precip,LightningAct,LightningDist,WindDir,WindSpeed,GustSpeed,AirTemp,VaporPr,AtmosPr,XLevel,YLevel,MaxPrecip,RHSensorTemp,VPD,BatPct,BatVolt,RefPr,LogTemp
3/19/21 18:45,56.4,0,0,0,309,4.19,7.43,-1,0.23,99.85,-1.1,1.1,0,-0.2,0.34,100,9996,99.51,-0.5
3/19/21 19:00,20.9,0,0,0,310,4.02,9.03,-1.5,0.229,99.89,-1.2,1.1,0,-1,0.32,100,9994,99.51,-1.6
3/19/21 19:15,8.6,0,0,0,307,3.9,9.41,-1.8,0.224,99.91,-1.2,1,0,-1.6,0.31,100,9997,99.52,-2.4
3/19/21 19:30,0.9,0,0,0,310,3.64,6.75,-2.1,0.23,99.93,-1.2,1.1,0,-2,0.29,100,9996,99.53,-3
3/19/21 19:45,0,0,0,0,310,3.65,6.71,-2.3,0.23,99.95,-1.1,1,0,-2.3,0.29,100,9988,99.54,-3.4
3/19/21 20:00,0,0,0,0,314,3.26,6.29,-2.6,0.23,99.96,-1.1,1,0,-2.6,0.28,100,9984,99.55,-3.8
3/19/21 20:15,0,0,0,0,311,3.23,7.84,-2.7,0.23,99.98,-1.1,1,0,-2.9,0.27,100,9974,99.55,-4.1
3/19/21 20:30,0,0,0,0,315,2.83,6.71,-2.9,0.23,100.01,-1,1,0,-3,0.26,100,9971,99.56,-4.4
3/19/21 20:45,0,0,0,0,312,2.91,5.9,-3,0.23,100.01,-1,1.1,0,-3.2,0.26,100,9968,99.56,-4.6
3/19/21 21:00,0,0,0,0,316,2.63,5.78,-3.2,0.23,100.02,-1.1,1,0,-3.4,0.25,100,9965,99.57,-4.9
3/19/21 21:15,0,0,0,0,318,2.64,5.07,-3.3,0.23,100.03,-1.1,1,0,-3.6,0.25,100,9959,99.59,-5
3/19/21 21:30,0,0,0,0,312,2.43,5.26,-3.4,0.23,100.06,-1.2,1,0,-3.7,0.24,100,9956,99.61,-5.2
3/19/21 21:45,0,0,0,0,310,2.56,5.15,-3.5,0.23,100.09,-1.1,1,0,-3.8,0.24,100,9956,99.63,-5.3
3/19/21 22:00,0,0,0,0,317,2.42,4.82,-3.6,0.23,100.11,-1.1,1,0,-3.9,0.24,100,9955,99.66,-5.5
3/19/21 22:15,0,0,0,0,315,2.28,4.17,-3.7,0.23,100.12,-1.1,1.1,0,-4,0.23,100,9953,99.67,-5.6
3/19/21 22:30,0,0,0,0,319,1.95,4.79,-4,0.237,100.14,-1.1,1,0,-4.2,0.22,100,9951,99.68,-5.8
3/19/21 22:45,0,0,0,0,311,1.83,3.78,-4.2,0.24,100.17,-1.1,1.1,0,-4.5,0.21,100,9945,99.7,-6
3/19/21 23:00,0,0,0,0,301,1.53,2.84,-4.4,0.242,100.18,-1.1,1,0,-4.8,0.2,100,9941,99.7,-6.4
3/19/21 23:15,0,0,0,0,295,1.37,2.62,-4.5,0.25,100.17,-1.1,1,0,-4.9,0.19,100,9940,99.7,-6.7
3/19/21 23:30,0,0,0,0,290,0.7,1.51,-5,0.25,100.18,-1.1,1.1,0,-5.3,0.17,100,9936,99.7,-7.2
3/19/21 23:45,0,0,0,0,330,0.48,1.29,-5.6,0.25,100.21,-1.1,1.1,0,-5.9,0.15,100,9933,99.69,-7.8
3/20/21 0:00,0,0,0,0,288,0.3,1.09,-5.8,0.253,100.23,-1.1,1.1,0,-6.5,0.14,100,9931,99.69,-8.5
3/20/21 0:15,0,0,0,0,302,0.87,1.32,-6,0.26,100.22,-1.1,1,0,-6.9,0.13,100,9633,99.69,-8.6
3/20/21 0:30,0,0,0,0,319,0.65,1.12,-6.1,0.26,100.23,-1.1,1.1,0,-7,0.13,100,9746,99.69,-8.8
3/20/21 0:45,0,0,0,0,345,0.67,1.12,-6.1,0.26,100.24,-1.1,1.1,0,-7.2,0.13,100,9766,99.7,-8.9
3/20/21 1:00,0,0,0,0,345,0.6,1.34,-6.2,0.25,100.24,-1.1,1,0,-7.3,0.14,100,9775,99.69,-9.1
3/20/21 1:15,0,0,0,0,23,0.41,0.98,-6.5,0.249,100.24,-1.1,1.1,0,-7.5,0.13,100,9780,99.68,-9.4
3/20/21 1:30,0,0,0,0,29,0.49,1.28,-6.5,0.247,100.24,-1.1,1.1,0,-7.7,0.13,100,9784,99.67,-9.6
3/20/21 1:45,0,0,0,0,15,0.48,0.97,-6.5,0.245,100.24,-1.1,1.1,0,-7.8,0.13,100,9785,99.67,-9.7
3/20/21 2:00,0,0,0,0,349,0.66,1.2,-6.3,0.247,100.24,-1.1,1.1,0,-7.8,0.13,100,9785,99.68,-9.7
3/20/21 2:15,0,0,0,0,337,0.65,1.15,-6.1,0.25,100.24,-1.1,1.1,0,-7.6,0.14,100,9787,99.68,-9.5
3/20/21 2:30,0,0,0,0,359,0.66,1.11,-6.2,0.25,100.25,-1.1,1.1,0,-7.6,0.13,100,9792,99.69,-9.4
3/20/21 2:45,0,0,0,0,333,0.77,1.19,-6,0.245,100.25,-1.1,1.1,0,-7.5,0.14,100,9788,99.7,-9.4
3/20/21 3:00,0,0,0,0,332,0.69,1.21,-6.1,0.248,100.25,-1.1,1.1,0,-7.3,0.14,100,9788,99.7,-9.4
3/20/21 3:15,0,0,0,0,297,0.55,1.32,-5.9,0.243,100.24,-1.1,1.1,0,-7.2,0.15,100,9788,99.69,-9.4
3/20/21 3:30,0,0,0,0,277,0.35,0.95,-6,0.249,100.23,-1.1,1.1,0,-7.2,0.14,100,9791,99.68,-9.5
3/20/21 3:45,0,0,0,0,273,0.33,0.67,-6,0.249,100.22,-1,1.1,0,-7.3,0.14,100,9790,99.67,-9.6
3/20/21 4:00,0,0,0,0,290,0.39,1.01,-6,0.248,100.22,-1.1,1.1,0,-7.3,0.14,100,9788,99.66,-9.6
3/20/21 4:15,0,0,0,0,297,0.48,1.01,-5.9,0.247,100.22,-1.1,1.1,0,-7.3,0.15,100,9788,99.67,-9.5
3/20/21 4:30,0,0,0,0,269,0.37,0.57,-5.9,0.248,100.22,-1.1,1.1,0,-7.3,0.14,100,9782,99.67,-9.5
3/20/21 4:45,0,0,0,0,274,0.56,0.96,-6,0.25,100.23,-1.1,1.1,0,-7.3,0.14,100,9776,99.68,-9.5
3/20/21 5:00,0,0,0,0,291,0.49,0.94,-6.2,0.253,100.24,-1.1,1.1,0,-7.3,0.13,100,9781,99.69,-9.5
3/20/21 5:15,0,0,0,0,299,0.75,1.23,-5.9,0.25,100.25,-1.1,1.1,0,-7.3,0.14,100,9772,99.7,-9.4
3/20/21 5:30,0,0,0,0,284,0.49,0.93,-5.9,0.25,100.26,-1.1,1.1,0,-7.2,0.14,100,9775,99.71,-9.4
3/20/21 5:45,0,0,0,0,292,0.61,1.36,-5.9,0.25,100.26,-1.1,1.1,0,-7.2,0.14,100,9774,99.71,-9.5
3/20/21 6:00,0,0,0,0,314,0.9,1.22,-5.9,0.255,100.27,-1.1,1.1,0,-7.1,0.14,100,9773,99.72,-9.4
3/20/21 6:15,0,0,0,0,310,0.75,1.2,-5.9,0.26,100.28,-1.1,1.1,0,-7,0.13,100,9771,99.73,-9.2
3/20/21 6:30,0,0,0,0,286,0.47,0.86,-5.7,0.26,100.29,-1.1,1.1,0,-7,0.14,100,9763,99.74,-9.2
3/20/21 6:45,0,0,0,0,288,0.51,1.01,-5.7,0.26,100.29,-1.1,1.1,0,-7,0.14,100,9765,99.75,-9.2
3/20/21 7:00,0.7,0,0,0,356,0.21,0.47,-6.2,0.26,100.29,-1.1,1.1,0,-7.1,0.12,100,9766,99.74,-9.4
3/20/21 7:15,7.3,0,0,0,291,0.52,0.98,-6,0.26,100.31,-1.1,1.1,0,-7.3,0.13,100,9763,99.75,-9.5
3/20/21 7:30,35.5,0,0,0,292,0.35,0.71,-5.9,0.271,100.31,-1.1,1.1,0,-6.8,0.12,100,9759,99.76,-9.2
3/20/21 7:45,73.6,0,0,0,1,0.38,0.89,-5.7,0.296,100.31,-1.1,1.1,0,-5.2,0.1,100,9759,99.79,-8.2
3/20/21 8:00,113.2,0,0,0,325,0.48,0.95,-4.7,0.321,100.31,-1.1,1.1,0,-3.4,0.11,100,9763,99.84,-6.2
3/20/21 8:15,155.7,0,0,0,22,0.52,1.48,-3.4,0.342,100.31,-1.1,1,0,-1.4,0.14,100,9770,99.89,-3.7
3/20/21 8:30,200.1,0,0,0,318,0.62,1.25,-2.2,0.343,100.3,-1.1,1,0,0.7,0.18,100,9781,99.93,-1.2
3/20/21 8:45,246.3,0,0,0,92,0.75,1.63,-0.8,0.347,100.28,-1.1,1.1,0,2.4,0.23,100,9794,99.96,0.8
3/20/21 9:00,293.8,0,0,0,15,1.09,3.46,0.3,0.349,100.27,-1.1,1,0,4,0.28,100,9812,99.99,2.6
3/20/21 9:15,342.2,0,0,0,326,2.09,4.66,1.2,0.35,100.27,-1.1,1,0,5.1,0.32,100,9825,100.01,3.8
3/20/21 9:30,388.6,0,0,0,307,2.97,5.5,1.6,0.345,100.28,-1.1,1,0,5.6,0.34,100,9844,100.02,4.3
3/20/21 9:45,435.3,0,0,0,311,3.47,7.63,1.9,0.351,100.29,-1.2,1,0,5.9,0.35,100,9867,100.03,4.5
3/20/21 10:00,480.8,0,0,0,311,3.68,9.7,2.3,0.357,100.28,-1,0.9,0,6.2,0.36,100,9876,100.04,4.8
3/20/21 10:15,523.5,0,0,0,311,3.71,7.04,2.6,0.36,100.29,-1.2,1,0,6.5,0.38,100,9882,100.06,5
3/20/21 10:30,563.3,0,0,0,312,3.41,5.87,3.2,0.375,100.3,-1.1,0.8,0,7,0.39,100,9895,100.06,5.4
3/20/21 10:45,601.8,0,0,0,314,3.66,7.75,3.5,0.379,100.29,-1.1,0.9,0,7.3,0.4,100,9904,100.06,5.8
3/20/21 11:00,636.3,0,0,0,309,3.38,6.53,4,0.387,100.29,-1.1,0.9,0,7.6,0.43,100,9921,100.06,6.1
3/20/21 11:15,668.4,0,0,0,312,2.91,7.11,4.5,0.397,100.27,-1.1,0.9,0,8.3,0.45,100,9933,100.06,6.6
3/20/21 11:30,697.5,0,0,0,316,3.03,5.69,5,0.401,100.26,-1.1,1,0,8.8,0.47,100,9943,100.06,7.1
3/20/21 11:45,722.1,0,0,0,321,3.15,6.8,5.6,0.415,100.26,-1.2,0.9,0,9.3,0.5,100,9952,100.06,7.6
3/20/21 12:00,743.9,0,0,0,312,3.28,8.94,6.3,0.423,100.26,-1.1,0.9,0,9.6,0.53,100,9965,100.06,8
3/20/21 12:15,763.5,0,0,0,314,3.37,7.07,6.6,0.421,100.24,-1.1,0.9,0,10.1,0.56,100,9975,100.06,8.4
3/20/21 12:30,778.9,0,0,0,313,3.33,9.18,7.3,0.422,100.23,-1.1,0.8,0,10.4,0.6,100,9981,100.06,8.9
3/20/21 12:45,790.1,0,0,0,315,3.46,7.31,7.5,0.423,100.24,-1,0.7,0,10.7,0.61,100,9997,100.06,9.4
3/20/21 13:00,797.9,0,0,0,323,3.03,9.25,7.8,0.424,100.23,-1.3,0.9,0,11.1,0.63,100,10008,100.06,9.8
3/20/21 13:15,801.3,0,0,0,327,2.9,7.29,8.1,0.425,100.23,-1.2,0.8,0,11.3,0.66,100,10015,100.07,10.2
3/20/21 13:30,797.9,0,0,0,317,3.73,8.85,8.5,0.433,100.23,-1.2,0.8,0,11.5,0.68,100,10031,100.06,10.6
3/20/21 13:45,763.5,0,0,0,309,4.18,7.97,8.3,0.416,100.22,-1.3,1,0,11.4,0.68,100,10043,100.05,10.7
3/20/21 14:00,762.5,0,0,0,312,4.03,9.62,8.6,0.411,100.21,-1.1,0.9,0,11.2,0.71,100,10053,100.04,10.7
3/20/21 14:15,774.1,0,0,0,321,3.81,9.65,9,0.409,100.19,-1.2,0.9,0,11.4,0.74,100,10056,100.03,10.8
3/20/21 14:30,754.5,0,0,0,311,4.06,10.12,9.5,0.412,100.18,-1.1,0.9,0,11.8,0.78,100,10071,100.01,11.2
3/20/21 14:45,733.5,0,0,0,325,2.94,7.79,10,0.411,100.15,-1.2,0.8,0,12.2,0.81,100,10081,100,11.6
3/20/21 15:00,709.9,0,0,0,311,4.49,8.96,10.1,0.402,100.13,-1,0.8,0,12.5,0.84,100,10091,99.99,11.9
3/20/21 15:15,682,0,0,0,321,3.56,8.05,10.6,0.399,100.11,-1.2,0.9,0,12.7,0.88,100,10098,99.98,12.2
3/20/21 15:30,650.3,0,0,0,312,4.21,9.25,10.5,0.405,100.1,-1.2,0.8,0,12.9,0.86,100,10107,99.98,12.5
3/20/21 15:45,617.1,0,0,0,320,3.5,10.2,10.8,0.391,100.1,-1.4,0.9,0,13,0.91,100,10112,99.98,12.8
3/20/21 16:00,581.1,0,0,0,329,2.99,8.27,10.8,0.385,100.11,-1.2,0.9,0,13.3,0.91,100,10128,99.99,13.3
3/20/21 16:15,541.8,0,0,0,317,2.96,7.39,11,0.381,100.1,-1.3,0.8,0,13.3,0.93,100,10136,99.98,13.6
3/20/21 16:30,500.7,0,0,0,337,2.99,6.88,10.7,0.373,100.09,-1.2,1,0,13.2,0.91,100,10139,99.98,13.8
3/20/21 16:45,456.9,0,0,0,322,3.3,7.11,10.7,0.361,100.09,-1.3,0.9,0,13.1,0.93,100,10148,99.97,13.8
3/20/21 17:00,410.6,0,0,0,327,3.01,8.04,10.7,0.365,100.08,-1.2,0.8,0,13,0.92,100,10154,99.97,13.8
3/20/21 17:15,362.5,0,0,0,329,2.24,6.77,10.6,0.353,100.08,-1.2,0.8,0,12.9,0.92,100,10158,99.98,13.9
3/20/21 17:30,313.9,0,0,0,326,2.51,6.85,10.4,0.354,100.09,-1.2,0.9,0,12.7,0.9,100,10165,99.98,13.8
3/20/21 17:45,263.7,0,0,0,330,2.53,6.11,10.1,0.343,100.11,-1.3,0.9,0,12.3,0.89,100,10169,99.98,13.4
3/20/21 18:00,216.5,0,0,0,325,2.15,5.31,9.9,0.341,100.11,-1.1,0.9,0,11.8,0.88,100,10174,99.97,13
3/20/21 18:15,155.4,0,0,0,346,1.61,5.19,9.6,0.343,100.11,-1.2,0.9,0,11.2,0.86,100,10174,99.97,12.5
3/20/21 18:30,81,0,0,0,322,1.94,4.43,9.1,0.343,100.12,-1.2,0.9,0,10.4,0.81,100,10176,99.97,10.9
3/20/21 18:45,65.5,0,0,0,321,1.5,3.75,8.6,0.341,100.12,-1.2,0.9,0,9.4,0.78,100,10179,99.96,9.7
3/20/21 19:00,19.1,0,0,0,316,1.42,3.27,7.7,0.339,100.12,-1.2,0.9,0,8.3,0.71,100,10182,99.94,7.8
3/20/21 19:15,8.9,0,0,0,293,1.57,2.76,7.1,0.329,100.13,-1.2,1,0,7.2,0.68,100,10178,99.93,6.2
3/20/21 19:30,1.7,0,0,0,288,1.34,2.42,6.4,0.322,100.14,-1.2,1,0,6.3,0.64,100,10178,99.91,4.9
3/20/21 19:45,0,0,0,0,282,1.18,2.28,5.8,0.32,100.16,-1.2,1,0,5.4,0.6,100,10180,99.91,3.6
3/20/21 20:00,0,0,0,0,308,1.49,1.83,4.6,0.317,100.17,-1.2,1,0,4.5,0.53,100,10180,99.9,2
3/20/21 20:15,0,0,0,0,302,1.46,2,4.4,0.313,100.17,-1.2,1.1,0,3.6,0.52,100,10175,99.89,0.6
3/20/21 20:30,0,0,0,0,296,1.48,1.98,5,0.315,100.19,-1.2,1,0,3.5,0.55,100,10170,99.89,0.3
3/20/21 20:45,0,0,0,0,288,1.47,2.43,4.5,0.321,100.2,-1.2,0.9,0,3.4,0.52,100,10166,99.89,0.1
3/20/21 21:00,0,0,0,0,294,0.73,2.13,3.4,0.33,100.2,-1.2,1,0,3.2,0.45,100,10164,99.89,-0.1
3/20/21 21:15,0,0,0,0,267,0.5,1.19,3,0.329,100.21,-1.2,0.9,0,2.3,0.43,100,10155,99.89,-0.6
3/20/21 21:30,0,0,0,0,285,0.65,1.99,2.7,0.33,100.22,-1.2,0.9,0,1.7,0.41,100,10157,99.9,-0.9
3/20/21 21:45,0,0,0,0,304,1.8,2.15,3.1,0.326,100.21,-1.2,1,0,1.5,0.44,100,10153,99.88,-1.2
3/20/21 22:00,0,0,0,0,303,1.17,1.86,2.2,0.326,100.21,-1.2,1,0,1.6,0.39,100,10151,99.87,-1.8
3/20/21 22:15,0,0,0,0,305,1.55,2.01,2.6,0.325,100.21,-1.2,1,0,1.4,0.41,100,10144,99.87,-1.8
3/20/21 22:30,0,0,0,0,280,0.6,1.28,2.5,0.321,100.22,-1.2,1,0,1.2,0.41,100,10140,99.87,-2.1
3/20/21 22:45,0,0,0,0,281,0.82,1.08,2.2,0.329,100.21,-1.1,1,0,1,0.39,100,10142,99.87,-2
3/20/21 23:00,0,0,0,0,274,0.86,1.08,2.3,0.33,100.22,-1.1,1,0,0.9,0.39,100,10139,99.86,-2.2
3/20/21 23:15,0,0,0,0,275,0.79,1.58,2.2,0.328,100.23,-1.2,1,0,0.8,0.39,100,10134,99.86,-2.3
3/20/21 23:30,0,0,0,0,302,1.38,1.97,2.2,0.333,100.23,-1.1,1,0,0.8,0.38,100,10131,99.86,-2.2
3/20/21 23:45,0,0,0,0,285,0.82,1.47,1.2,0.342,100.24,-1.1,1,0,0.6,0.33,100,10129,99.87,-2.2
3/21/21 0:00,0,0,0,0,294,0.83,1.64,1.1,0.333,100.25,-1.1,1,0,0.2,0.33,100,10129,99.86,-2.6
3/21/21 0:15,0,0,0,0,281,0.75,1.63,0.9,0.339,100.24,-1.1,1,0,-0.2,0.31,100,10070,99.85,-2.9
3/21/21 0:30,0,0,0,0,293,1.16,1.96,1.2,0.333,100.24,-1.2,1,0,-0.3,0.33,100,10079,99.84,-3.1
3/21/21 0:45,0,0,0,0,308,1.14,1.7,-0.1,0.345,100.23,-1.1,1,0,-0.4,0.26,100,10082,99.84,-3
3/21/21 1:00,0,0,0,0,310,1.18,1.65,0.4,0.34,100.22,-1.2,1,0,-0.6,0.29,100,10081,99.83,-2.9
3/21/21 1:15,0,0,0,0,304,1.19,1.85,0.3,0.339,100.22,-1.2,1,0,-0.6,0.28,100,10078,99.83,-2.8
3/21/21 1:30,0,0,0,0,304,0.82,1.63,-0.1,0.339,100.23,-1.1,1,0,-0.9,0.27,100,10078,99.83,-3.1
3/21/21 1:45,0,0,0,0,285,0.43,0.72,-0.6,0.34,100.23,-1.2,1,0,-1.4,0.24,100,10077,99.83,-3.7
3/21/21 2:00,0,0,0,0,272,0.65,1,-0.7,0.336,100.24,-1.2,1,0,-1.9,0.24,100,10079,99.82,-4.1
3/21/21 2:15,0,0,0,0,279,0.44,0.87,-1.5,0.344,100.26,-1.2,1,0,-2.1,0.2,100,10072,99.82,-4.6
3/21/21 2:30,0,0,0,0,311,0.51,1.49,-1.8,0.345,100.25,-1.1,1,0,-2.6,0.19,100,10069,99.81,-5
3/21/21 2:45,0,0,0,0,290,0.89,1.66,-1.8,0.349,100.24,-1.2,1,0,-2.9,0.18,100,10070,99.81,-5
3/21/21 3:00,0,0,0,0,280,0.85,1.29,-1.5,0.352,100.24,-1.1,1,0,-2.8,0.2,100,10069,99.8,-5
3/21/21 3:15,0,0,0,0,274,0.81,1.22,-1.3,0.356,100.23,-1.2,1,0,-2.7,0.2,100,10066,99.79,-5.1
3/21/21 3:30,0,0,0,0,276,0.97,1.32,-1.4,0.357,100.23,-1.1,1,0,-2.5,0.19,100,10064,99.79,-5.1
3/21/21 3:45,0,0,0,0,298,1.27,1.95,-0.9,0.354,100.24,-1.2,1,0,-2.4,0.22,100,10063,99.79,-4.9
3/21/21 4:00,0,0,0,0,301,0.92,1.81,-1.6,0.36,100.24,-1.2,1,0,-2.1,0.18,100,10060,99.8,-4.7
3/21/21 4:15,0,0,0,0,274,0.68,1.24,-2,0.357,100.24,-1.2,1,0,-2.6,0.17,100,10054,99.8,-5.1
3/21/21 4:30,0,0,0,0,307,0.41,0.96,-2.3,0.357,100.25,-1.1,1,0,-2.9,0.16,100,10052,99.8,-5.4
3/21/21 4:45,0,0,0,0,295,0.34,0.91,-2.5,0.35,100.26,-1.1,1,0,-3.5,0.16,100,10047,99.8,-5.8
3/21/21 5:00,0,0,0,0,301,0.31,0.67,-2.7,0.35,100.26,-1.1,1,0,-3.8,0.15,100,10049,99.81,-6
3/21/21 5:15,0,0,0,0,281,0.87,1.3,-2.4,0.356,100.29,-1.1,1,0,-3.9,0.16,100,10047,99.81,-6.2
3/21/21 5:30,0,0,0,0,280,1,1.66,-1.6,0.363,100.28,-1.1,1,0,-3.5,0.18,100,10040,99.83,-5.8
3/21/21 5:45,0,0,0,0,276,0.66,1.31,-1.6,0.37,100.3,-1.1,1,0,-3.1,0.17,100,10038,99.84,-5.5
3/21/21 6:00,0,0,0,0,286,0.67,1.49,-1.5,0.365,100.31,-1.1,1,0,-3,0.18,100,10035,99.85,-5.3
3/21/21 6:15,0,0,0,0,306,0.44,1.04,-1.4,0.362,100.31,-1.1,1,0,-2.8,0.19,100,10030,99.86,-5.1
3/21/21 6:30,0,0,0,0,316,0.41,0.92,-1.3,0.359,100.32,-1.1,1,0,-2.8,0.2,100,10029,99.87,-5.1
3/21/21 6:45,0,0,0,0,13,0.75,1.82,-1,0.351,100.32,-1.2,1,0,-2.8,0.22,100,10029,99.88,-4.9
3/21/21 7:00,1.2,0,0,0,8,0.78,2.14,-1,0.35,100.32,-1.2,1,0,-2.4,0.22,100,10029,99.88,-4.7
3/21/21 7:15,9.7,0,0,0,10,0.54,1.16,-1.6,0.35,100.33,-1.2,1.1,0,-2.3,0.2,100,10027,99.9,-4.6
3/21/21 7:30,45.1,0,0,0,14,0.64,1.34,-1.9,0.363,100.36,-1.1,1,0,-2,0.17,100,10025,99.92,-4.7
3/21/21 7:45,82.4,0,0,0,18,0.55,1.07,-1.3,0.383,100.36,-1.1,1,0,-0.7,0.17,100,10023,99.95,-3.7
3/21/21 8:00,124,0,0,0,353,0.6,1.62,-0.1,0.407,100.36,-1.1,1,0,1.1,0.2,100,10026,100,-1.6
3/21/21 8:15,166.6,0,0,0,322,0.79,1.51,0.7,0.421,100.34,-1.1,1,0,2.9,0.22,100,10027,100.03,0.8
3/21/21 8:30,211,0,0,0,319,0.86,2.7,2,0.424,100.33,-1.1,1,0,4.6,0.28,100,10034,100.07,2.8
3/21/21 8:45,257.9,0,0,0,316,0.67,1.44,3.2,0.429,100.33,-1.1,1,0,6.5,0.34,100,10049,100.1,4.9
3/21/21 9:00,305.4,0,0,0,196,0.89,2.62,4.2,0.441,100.33,-1.2,0.9,0,8.2,0.39,100,10065,100.13,6.7
3/21/21 9:15,354.5,0,0,0,152,1.18,2.71,5.4,0.441,100.32,-1.1,0.9,0,9.3,0.45,100,10077,100.14,8
3/21/21 9:30,403.2,0,0,0,208,0.94,2.37,6.2,0.451,100.32,-1.2,0.9,0,10.7,0.49,100,10094,100.14,9.2
3/21/21 9:45,450.6,0,0,0,157,1.54,3.46,7.1,0.454,100.32,-1.2,0.9,0,11.7,0.55,100,10114,100.15,10.3
3/21/21 10:00,495.9,0,0,0,157,0.91,2.67,8.3,0.456,100.32,-1.1,0.9,0,12.7,0.64,100,10126,100.16,11.2
3/21/21 10:15,539.2,0,0,0,150,0.94,2.07,9,0.437,100.3,-1.3,0.9,0,13.9,0.71,100,10141,100.18,12.3
3/21/21 10:30,579.8,0,0,0,150,1.14,2.45,9.7,0.43,100.32,-1.3,0.9,0,14.9,0.77,100,10149,100.19,13.2
3/21/21 10:45,617.3,0,0,0,120,1.85,3.92,9.6,0.476,100.32,-1.3,0.9,0,15,0.72,100,10170,100.19,13.7
3/21/21 11:00,651.7,0,0,0,83,1.48,3.3,9.9,0.485,100.32,-1.2,1,0,15,0.73,100,10177,100.2,13.8
3/21/21 11:15,684.8,0,0,0,144,1.74,3.33,10.6,0.476,100.31,-1.2,0.9,0,15.5,0.8,100,10188,100.19,14.2
3/21/21 11:30,713.2,0,0,0,119,1.94,3.55,10.9,0.447,100.3,-1.2,0.9,0,15.6,0.86,100,10194,100.18,14.4
3/21/21 11:45,738.3,0,0,0,73,1.78,3.64,11.2,0.43,100.3,-1.2,0.9,0,16,0.9,100,10205,100.17,14.7
3/21/21 12:00,760.1,0,0,0,101,1.76,4.5,11.6,0.426,100.28,-1.2,0.9,0,16.1,0.94,100,10209,100.15,14.8
3/21/21 12:15,779.3,0,0,0,181,1.52,3.77,12.2,0.431,100.26,-1.3,0.9,0,16.4,0.99,100,10212,100.13,15.1
3/21/21 12:30,793.9,0,0,0,307,1.5,3.61,12.4,0.425,100.24,-1.2,0.9,0,17,1.01,100,10219,100.11,15.5
3/21/21 12:45,804.1,0,0,0,96,1.72,3.78,13,0.427,100.2,-1.2,0.9,0,17.2,1.07,100,10225,100.09,15.9
3/21/21 13:00,809.2,0,0,0,66,1.76,3.6,13.6,0.443,100.2,-1.2,0.9,0,17.6,1.11,100,10234,100.08,16.6
3/21/21 13:15,807.9,0,0,0,80,1.57,3.33,13.9,0.439,100.18,-1.3,0.9,0,17.8,1.15,100,10237,100.06,17.1
3/21/21 13:30,807.9,0,0,0,129,1.67,4.22,14.2,0.434,100.17,-1.2,0.9,0,18.2,1.19,100,10246,100.04,17.7
3/21/21 13:45,799.1,0,0,0,103,1.95,4.75,14.4,0.409,100.15,-1.2,0.9,0,18.3,1.23,100,10256,100.02,18.2
3/21/21 14:00,794.9,0,0,0,100,2.13,3.73,14.7,0.423,100.13,-1.3,0.9,0,18.2,1.24,100,10262,100,18.4
3/21/21 14:15,781.6,0,0,0,38,2.04,4.67,14.8,0.423,100.1,-1.2,0.9,0,18.2,1.26,100,10265,99.98,18.3
3/21/21 14:30,764,0,0,0,61,2,4.7,15,0.409,100.08,-1.3,0.9,0,18.5,1.3,100,10276,99.96,18.5
3/21/21 14:45,743.1,0,0,0,45,2,4.29,15.5,0.409,100.06,-1.3,0.9,0,18.6,1.35,100,10281,99.94,18.6
3/21/21 15:00,718.5,0,0,0,106,1.67,3.68,15.9,0.408,100.04,-1.3,0.8,0,18.9,1.4,100,10285,99.92,19.1
3/21/21 15:15,688.5,0,0,0,79,1.23,2.89,16.1,0.409,100.01,-1.3,0.9,0,19.4,1.42,100,10290,99.91,19.8
3/21/21 15:30,657.6,0,0,0,99,1.5,4.29,16.2,0.403,99.99,-1.3,0.9,0,19.6,1.44,100,10294,99.89,20.3
3/21/21 15:45,623.3,0,0,0,69,1.47,3.48,16.2,0.387,99.98,-1.3,0.9,0,19.5,1.45,100,10300,99.88,20.4
3/21/21 16:00,586.9,0,0,0,136,1.42,3.2,16.3,0.387,99.97,-1.3,0.9,0,19.7,1.47,100,10307,99.86,20.9
3/21/21 16:15,548.3,0,0,0,121,1.27,3.84,16.5,0.382,99.95,-1.3,0.9,0,19.6,1.49,100,10308,99.85,21.2
3/21/21 16:30,505.7,0,0,0,156,1.5,3.41,16.3,0.377,99.94,-1.3,0.9,0,19.5,1.48,100,10312,99.85,21.4
3/21/21 16:45,462.1,0,0,0,122,1.27,3.32,16.4,0.357,99.93,-1.3,0.9,0,19.4,1.5,100,10313,99.83,21.6
3/21/21 17:00,416.3,0,0,0,95,1.52,3.36,16.3,0.348,99.92,-1.3,1,0,19.2,1.5,100,10319,99.82,21.6
3/21/21 17:15,368.5,0,0,0,78,1.3,3.71,16.3,0.344,99.92,-1.3,0.9,0,19.1,1.51,100,10323,99.82,21.5
3/21/21 17:30,319.8,0,0,0,314,0.77,1.79,16.6,0.34,99.92,-1.3,0.9,0,19,1.55,100,10322,99.82,21.3
3/21/21 17:45,269.8,0,0,0,140,0.69,1.79,16.3,0.337,99.92,-1.3,0.9,0,18.9,1.51,100,10329,99.82,21.3
3/21/21 18:00,221.9,0,0,0,131,1.11,2.66,15.9,0.319,99.92,-1.4,0.9,0,18.3,1.49,100,10329,99.81,21
